CodFuncionario,Genero,Idade,Tipo de Trabalho,Unidade,Centro de Custo,Data Admissao,Situação,Tipo Pagamento,Motivo Demissão, Salário ,Data Demissão
18512,Feminino,27,Tempo Integral,Christchurch,Operacional,6/28/2005,Ativo,Mensalista,Pedido de Demissão," R$ 4,333.33 ",
22870,Masculino,71,Tempo Integral,Wellington,Operacional,7/12/2005,Inativo,Mensalista,Sem Justa Causa," R$ 2,916.67 ",11/18/2006
28816,Feminino,28,Tempo Integral,Christchurch,Operacional,7/26/2005,Ativo,Mensalista,Sem Justa Causa," R$ 4,583.33 ",
30332,Feminino,28,Tempo Integral,Hamilton,Financeiro,7/29/2005,Ativo,Mensalista,Sem Justa Causa," R$ 10,250.00 ",
30430,Masculino,62,Tempo Integral,Auckland,RH,8/30/2005,Inativo,Mensalista,Sem Justa Causa," R$ 5,833.33 ",1/1/2007
31320,Feminino,25,Contrato,Christchurch,Pesquisa,8/30/2005,Ativo,Horista,Sem Justa Causa," R$ 5,666.67 ",
17602,Feminino,28,Tempo Integral,Auckland,Financeiro,8/31/2005,Inativo,Mensalista,Pedido de Demissão," R$ 14,500.00 ",1/2/2007
25694,Feminino,51,Tempo Integral,Hamilton,Vendas e Marketing,9/9/2005,Ativo,Mensalista,Sem Justa Causa," R$ 6,583.33 ",
33636,Feminino,29,Tempo Integral,Wellington,Gerente Executivo,9/14/2005,Ativo,Mensalista,Sem Justa Causa," R$ 26,000.00 ",
16666,Masculino,27,Tempo Parcial,Manukau,Vendas e Marketing,10/26/2005,Inativo,Mensalista,Pedido de Demissão," R$ 6,000.00 ",2/21/2007
33256,Feminino,33,Tempo Integral,Christchurch,TI,11/15/2005,Ativo,Horista,Sem Justa Causa," R$ 10,000.00 ",
17330,Feminino,37,Tempo Integral,Auckland,RH,1/18/2006,Ativo,Mensalista,Pedido de Demissão," R$ 7,166.67 ",
21106,Masculino,53,Tempo Parcial,Auckland,Jurídico,1/25/2006,Ativo,Mensalista,Pedido de Demissão," R$ 6,916.67 ",
25330,Masculino,51,Tempo Parcial,Hamilton,Manutenção,2/21/2006,Ativo,Horista,Sem Justa Causa," R$ 3,333.33 ",
30246,Feminino,62,Tempo Parcial,Auckland,TI,2/28/2006,Inativo,Mensalista,Sem Justa Causa," R$ 6,666.67 ",6/14/2007
22778,Masculino,72,Tempo Integral,Auckland,Vendas e Marketing,3/9/2006,Inativo,Mensalista,Sem Justa Causa," R$ 7,416.67 ",6/22/2007
33552,Masculino,28,Tempo Integral,Nelson,Operacional,3/29/2006,Ativo,Horista,Sem Justa Causa," R$ 3,750.00 ",
17000,Feminino,59,Contrato,Wellington,Manutenção,4/14/2006,Inativo,Mensalista,Pedido de Demissão," R$ 3,083.33 ",7/24/2007
24916,Feminino,28,Tempo Integral,Dunedin,TI,6/14/2006,Ativo,Mensalista,Sem Justa Causa," R$ 9,500.00 ",
22830,Masculino,72,Tempo Integral,Wellington,Operacional,8/22/2006,Inativo,Mensalista,Sem Justa Causa," R$ 4,166.67 ",11/18/2007
6310,Masculino,27,Contrato,Auckland,TI,8/23/2006,Ativo,Mensalista,Sem Justa Causa," R$ 6,166.67 ",
2590,Masculino,29,Tempo Integral,Auckland,Operacional,9/8/2006,Inativo,Mensalista,Sem Justa Causa," R$ 4,333.33 ",12/4/2007
21718,Feminino,46,Tempo Integral,Hamilton,TI,9/11/2006,Ativo,Mensalista,Pedido de Demissão," R$ 6,833.33 ",
24104,Masculino,66,Contrato,Wellington,Pesquisa,9/27/2006,Ativo,Mensalista,Sem Justa Causa," R$ 6,083.33 ",
28446,Masculino,64,Tempo Parcial,Christchurch,Financeiro,10/4/2006,Inativo,Mensalista,Sem Justa Causa," R$ 8,416.67 ",12/27/2007
6214,Feminino,28,Tempo Integral,Auckland,Manutenção,10/5/2006,Ativo,Mensalista,Sem Justa Causa," R$ 3,250.00 ",
5728,Feminino,44,Tempo Integral,Auckland,Pesquisa,12/13/2006,Ativo,Mensalista,Sem Justa Causa," R$ 9,666.67 ",
29618,Masculino,26,Tempo Integral,Wellington,RH,2/14/2007,Ativo,Horista,Sem Justa Causa," R$ 7,916.67 ",
22844,Feminino,77,Tempo Parcial,Hamilton,Vendas e Marketing,3/1/2007,Ativo,Horista,Sem Justa Causa," R$ 7,750.00 ",
18592,Feminino,30,Tempo Integral,Dunedin,Financeiro,3/30/2007,Inativo,Horista,Pedido de Demissão," R$ 11,000.00 ",6/3/2008
5814,Masculino,28,Contrato,Hamilton,Jurídico,4/23/2007,Ativo,Horista,Sem Justa Causa," R$ 10,750.00 ",
26932,Feminino,25,Contrato,Auckland,Operacional,5/2/2007,Ativo,Mensalista,Sem Justa Causa," R$ 4,833.33 ",
33248,Masculino,40,Contrato,Dunedin,RH,5/7/2007,Inativo,Mensalista,Sem Justa Causa," R$ 7,083.33 ",7/8/2008
25328,Feminino,24,Contrato,Dunedin,TI,5/15/2007,Ativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",
29116,Feminino,31,Tempo Integral,Hamilton,Gerente Executivo,6/10/2007,Ativo,Mensalista,Sem Justa Causa," R$ 15,000.00 ",
8730,Feminino,25,Tempo Integral,Nelson,Pesquisa,6/29/2007,Inativo,Mensalista,Pedido de Demissão," R$ 9,000.00 ",8/24/2008
33602,Feminino,30,Tempo Integral,Auckland,TI,7/24/2007,Ativo,Mensalista,Sem Justa Causa," R$ 8,333.33 ",
2578,Masculino,27,Tempo Parcial,Wellington,TI,8/21/2007,Ativo,Mensalista,Sem Justa Causa," R$ 6,166.67 ",
32990,Feminino,36,Tempo Integral,Nelson,RH,8/28/2007,Ativo,Horista,Sem Justa Causa," R$ 7,416.67 ",
16872,Masculino,54,Tempo Integral,Manukau,Manutenção,8/29/2007,Inativo,Mensalista,Pedido de Demissão," R$ 3,750.00 ",10/18/2008
21206,Masculino,26,Tempo Integral,Christchurch,RH,8/29/2007,Inativo,Mensalista,Pedido de Demissão," R$ 6,833.33 ",10/18/2008
30440,Masculino,65,Tempo Integral,Dunedin,Jurídico,9/5/2007,Inativo,Mensalista,Sem Justa Causa," R$ 9,916.67 ",10/25/2008
16758,Feminino,26,Tempo Integral,Auckland,RH,9/11/2007,Inativo,Mensalista,Pedido de Demissão," R$ 4,500.00 ",10/30/2008
33202,Feminino,25,Tempo Integral,Auckland,Operacional,9/18/2007,Ativo,Mensalista,Sem Justa Causa," R$ 3,916.67 ",
24918,Feminino,29,Tempo Integral,Dunedin,Manutenção,9/20/2007,Ativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",
24604,Feminino,25,Tempo Integral,Auckland,Manutenção,9/25/2007,Ativo,Mensalista,Sem Justa Causa," R$ 3,166.67 ",
2622,Masculino,50,Tempo Integral,Auckland,TI,10/8/2007,Inativo,Mensalista,Sem Justa Causa," R$ 9,000.00 ",11/23/2008
33898,Feminino,59,Tempo Integral,Auckland,Gerente Executivo,10/22/2007,Ativo,Mensalista,Pedido de Demissão," R$ 34,916.67 ",
28620,Feminino,60,Tempo Parcial,Auckland,TI,10/24/2007,Ativo,Mensalista,Sem Justa Causa," R$ 6,166.67 ",
6346,Masculino,26,Tempo Integral,Auckland,Operacional,10/24/2007,Ativo,Horista,Sem Justa Causa," R$ 4,166.67 ",
18916,Feminino,54,Tempo Parcial,Wellington,Jurídico,11/6/2007,Ativo,Mensalista,Pedido de Demissão," R$ 9,500.00 ",
33010,Masculino,45,Tempo Integral,Christchurch,TI,1/8/2008,Inativo,Horista,Sem Justa Causa," R$ 8,750.00 ",2/14/2009
33628,Masculino,25,Tempo Parcial,Wellington,Financeiro,1/29/2008,Ativo,Mensalista,Sem Justa Causa," R$ 12,916.67 ",
26316,Masculino,24,Tempo Integral,Dunedin,Vendas e Marketing,1/30/2008,Ativo,Horista,Sem Justa Causa," R$ 4,250.00 ",
33808,Masculino,26,Tempo Integral,Wellington,Jurídico,2/12/2008,Inativo,Mensalista,Pedido de Demissão," R$ 10,250.00 ",3/18/2009
16998,Masculino,26,Tempo Integral,Christchurch,RH,2/20/2008,Ativo,Mensalista,Pedido de Demissão," R$ 6,583.33 ",
33678,Masculino,39,Tempo Integral,Christchurch,Financeiro,3/8/2008,Inativo,Horista,Sem Justa Causa," R$ 10,833.33 ",4/9/2009
8250,Masculino,50,Tempo Integral,Christchurch,Pesquisa,3/12/2008,Inativo,Mensalista,Pedido de Demissão," R$ 7,083.33 ",4/13/2009
8264,Feminino,45,Tempo Parcial,Wellington,Gerente Executivo,3/12/2008,Ativo,Mensalista,Pedido de Demissão," R$ 32,666.67 ",
26298,Feminino,23,Tempo Parcial,Auckland,Vendas e Marketing,3/13/2008,Ativo,Mensalista,Sem Justa Causa," R$ 7,416.67 ",
25456,Feminino,29,Contrato,Manukau,Operacional,4/9/2008,Inativo,Mensalista,Sem Justa Causa," R$ 5,250.00 ",5/8/2009
25648,Feminino,26,Tempo Integral,Hamilton,Pesquisa,4/11/2008,Ativo,Horista,Sem Justa Causa," R$ 7,583.33 ",
6220,Masculino,28,Tempo Integral,Auckland,Pesquisa,6/20/2008,Ativo,Mensalista,Sem Justa Causa," R$ 8,916.67 ",
33586,Feminino,57,Tempo Parcial,Christchurch,Financeiro,6/25/2008,Ativo,Mensalista,Sem Justa Causa," R$ 12,083.33 ",
27006,Feminino,31,Tempo Integral,Christchurch,Operacional,6/28/2008,Inativo,Mensalista,Sem Justa Causa," R$ 2,833.33 ",7/19/2009
19182,Feminino,26,Tempo Integral,Wellington,Financeiro,7/11/2008,Ativo,Mensalista,Pedido de Demissão," R$ 8,833.33 ",
26410,Masculino,26,Tempo Integral,Auckland,Financeiro,7/16/2008,Inativo,Horista,Sem Justa Causa," R$ 13,666.67 ",8/4/2009
24678,Feminino,26,Contrato,Christchurch,TI,7/23/2008,Ativo,Mensalista,Sem Justa Causa," R$ 8,500.00 ",
29614,Masculino,25,Tempo Parcial,Christchurch,Gerente Executivo,7/24/2008,Inativo,Mensalista,Sem Justa Causa," R$ 21,916.67 ",8/11/2009
33822,Feminino,33,Tempo Parcial,Wellington,Manutenção,7/24/2008,Ativo,Mensalista,Pedido de Demissão," R$ 3,250.00 ",
28516,Feminino,28,Tempo Integral,Nelson,Financeiro,7/31/2008,Ativo,Mensalista,Sem Justa Causa," R$ 12,916.67 ",
4650,Feminino,28,Tempo Parcial,Dunedin,Operacional,8/7/2008,Ativo,Horista,Sem Justa Causa," R$ 5,500.00 ",
19932,Masculino,39,Tempo Integral,Nelson,RH,8/14/2008,Ativo,Mensalista,Pedido de Demissão," R$ 7,916.67 ",
1406,Feminino,53,Tempo Parcial,Auckland,Manutenção,8/18/2008,Inativo,Mensalista,Sem Justa Causa," R$ 3,750.00 ",9/3/2009
33926,Feminino,26,Tempo Integral,Auckland,Financeiro,8/27/2008,Inativo,Mensalista,Pedido de Demissão," R$ 14,083.33 ",9/11/2009
1950,Masculino,39,Tempo Integral,Hamilton,Operacional,8/27/2008,Inativo,Mensalista,Sem Justa Causa," R$ 4,750.00 ",9/11/2009
20732,Masculino,24,Tempo Integral,Auckland,RH,8/28/2008,Inativo,Mensalista,Pedido de Demissão," R$ 6,750.00 ",9/12/2009
33520,Feminino,28,Tempo Integral,Wellington,TI,8/28/2008,Ativo,Mensalista,Sem Justa Causa," R$ 7,583.33 ",
2234,Feminino,30,Tempo Parcial,Auckland,Manutenção,9/10/2008,Inativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",9/23/2009
31242,Feminino,22,Tempo Integral,Wellington,Manutenção,9/10/2008,Ativo,Mensalista,Sem Justa Causa," R$ 3,333.33 ",
16772,Masculino,70,Tempo Integral,Auckland,Gerente Executivo,10/16/2008,Ativo,Horista,Pedido de Demissão," R$ 37,750.00 ",
22798,Masculino,80,Tempo Integral,Auckland,TI,10/16/2008,Ativo,Mensalista,Sem Justa Causa," R$ 7,583.33 ",
2034,Masculino,24,Tempo Integral,Nelson,RH,10/21/2008,Ativo,Mensalista,Sem Justa Causa," R$ 7,583.33 ",
22952,Masculino,65,Tempo Integral,Christchurch,Gerente Executivo,10/22/2008,Ativo,Mensalista,Sem Justa Causa," R$ 24,000.00 ",
33394,Masculino,57,Tempo Integral,Nelson,RH,10/27/2008,Inativo,Mensalista,Sem Justa Causa," R$ 8,166.67 ",11/5/2009
33398,Masculino,34,Tempo Parcial,Manukau,RH,10/30/2008,Ativo,Mensalista,Sem Justa Causa," R$ 7,416.67 ",
24218,Feminino,65,Tempo Integral,North Shore,Operacional,11/5/2008,Ativo,Mensalista,Sem Justa Causa," R$ 3,166.67 ",
1214,Masculino,32,Tempo Integral,Christchurch,Vendas e Marketing,11/6/2008,Ativo,Mensalista,Sem Justa Causa," R$ 5,166.67 ",
27384,Feminino,28,Tempo Integral,Dunedin,Financeiro,11/7/2008,Inativo,Horista,Sem Justa Causa," R$ 14,416.67 ",11/15/2009
4192,Masculino,54,Tempo Parcial,Auckland,Financeiro,11/9/2008,Inativo,Mensalista,Sem Justa Causa," R$ 12,250.00 ",11/16/2009
25636,Feminino,24,Tempo Parcial,Wellington,Gerente Executivo,11/12/2008,Ativo,Mensalista,Sem Justa Causa," R$ 28,083.33 ",
28582,Feminino,63,Tempo Parcial,Wellington,Vendas e Marketing,11/20/2008,Inativo,Horista,Sem Justa Causa," R$ 6,250.00 ",11/26/2009
25698,Masculino,22,Tempo Parcial,Dunedin,Operacional,11/21/2008,Inativo,Mensalista,Sem Justa Causa," R$ 4,416.67 ",11/27/2009
33428,Feminino,38,Tempo Integral,Wellington,Jurídico,11/21/2008,Inativo,Mensalista,Sem Justa Causa," R$ 9,000.00 ",11/27/2009
30398,Masculino,22,Tempo Integral,Auckland,Manutenção,12/12/2008,Ativo,Horista,Sem Justa Causa," R$ 3,416.67 ",
18436,Masculino,46,Tempo Integral,Wellington,Financeiro,1/21/2009,Ativo,Mensalista,Pedido de Demissão," R$ 13,583.33 ",
6124,Feminino,27,Tempo Integral,Auckland,Jurídico,1/29/2009,Inativo,Mensalista,Sem Justa Causa," R$ 7,000.00 ",1/28/2010
30250,Masculino,56,Contrato,Auckland,Operacional,2/13/2009,Inativo,Mensalista,Sem Justa Causa," R$ 5,416.67 ",2/11/2010
8810,Masculino,25,Tempo Integral,Dunedin,Vendas e Marketing,2/25/2009,Ativo,Mensalista,Pedido de Demissão," R$ 5,166.67 ",
8630,Feminino,29,Tempo Parcial,Auckland,TI,3/12/2009,Inativo,Mensalista,Pedido de Demissão," R$ 10,083.33 ",3/7/2010
29476,Feminino,25,Tempo Parcial,Auckland,Manutenção,3/13/2009,Ativo,Mensalista,Sem Justa Causa," R$ 3,083.33 ",
20796,Masculino,24,Tempo Integral,Wellington,Vendas e Marketing,4/7/2009,Inativo,Horista,Sem Justa Causa," R$ 8,166.67 ",3/31/2010
31796,Masculino,61,Tempo Integral,Wellington,TI,4/11/2009,Inativo,Mensalista,Sem Justa Causa," R$ 6,000.00 ",4/3/2010
31860,Masculino,24,Tempo Parcial,Wellington,Gerente Executivo,4/14/2009,Ativo,Mensalista,Sem Justa Causa," R$ 17,416.67 ",
25436,Feminino,22,Tempo Integral,Auckland,Vendas e Marketing,4/14/2009,Ativo,Mensalista,Sem Justa Causa," R$ 7,916.67 ",
8744,Masculino,30,Tempo Integral,Nelson,Gerente Executivo,4/28/2009,Ativo,Mensalista,Pedido de Demissão," R$ 32,583.33 ",
9738,Masculino,33,Tempo Integral,Christchurch,RH,5/13/2009,Ativo,Mensalista,Pedido de Demissão," R$ 6,500.00 ",
19678,Masculino,44,Tempo Parcial,Christchurch,Manutenção,5/28/2009,Ativo,Mensalista,Pedido de Demissão," R$ 3,750.00 ",
33266,Masculino,43,Tempo Integral,Auckland,Gerente Executivo,6/2/2009,Ativo,Mensalista,Sem Justa Causa," R$ 30,416.67 ",
20892,Masculino,47,Tempo Integral,Manukau,Manutenção,6/16/2009,Inativo,Mensalista,Pedido de Demissão," R$ 3,333.33 ",6/2/2010
17686,Feminino,29,Tempo Integral,Christchurch,Manutenção,6/17/2009,Inativo,Mensalista,Sem Justa Causa," R$ 3,416.67 ",6/2/2010
3888,Masculino,25,Tempo Integral,Auckland,RH,6/18/2009,Ativo,Mensalista,Sem Justa Causa," R$ 4,583.33 ",
20314,Masculino,22,Tempo Integral,Hamilton,Financeiro,6/26/2009,Inativo,Horista,Pedido de Demissão," R$ 10,916.67 ",6/11/2010
33242,Masculino,31,Contrato,Dunedin,Operacional,7/1/2009,Ativo,Mensalista,Sem Justa Causa," R$ 2,750.00 ",
25214,Feminino,23,Tempo Integral,Nelson,RH,7/1/2009,Ativo,Mensalista,Sem Justa Causa," R$ 6,000.00 ",
28646,Masculino,31,Tempo Integral,Auckland,Manutenção,7/7/2009,Inativo,Mensalista,Sem Justa Causa," R$ 3,416.67 ",6/20/2010
31884,Feminino,25,Tempo Integral,Christchurch,Gerente Executivo,7/15/2009,Ativo,Mensalista,Sem Justa Causa," R$ 22,666.67 ",
33430,Feminino,24,Tempo Integral,Auckland,Manutenção,7/21/2009,Ativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",
24970,Feminino,44,Tempo Parcial,Nelson,Financeiro,7/25/2009,Inativo,Mensalista,Sem Justa Causa," R$ 13,000.00 ",7/7/2010
2196,Feminino,48,Contrato,Christchurch,RH,7/28/2009,Inativo,Mensalista,Sem Justa Causa," R$ 5,750.00 ",7/9/2010
26318,Masculino,29,Tempo Integral,Auckland,Operacional,8/7/2009,Inativo,Mensalista,Sem Justa Causa," R$ 4,583.33 ",7/18/2010
28790,Feminino,26,Tempo Parcial,Auckland,Manutenção,8/7/2009,Ativo,Horista,Sem Justa Causa," R$ 3,166.67 ",
2274,Feminino,28,Tempo Integral,Manukau,Gerente Executivo,8/12/2009,Inativo,Mensalista,Sem Justa Causa," R$ 30,833.33 ",7/23/2010
33426,Feminino,35,Tempo Integral,Auckland,Manutenção,8/25/2009,Inativo,Horista,Sem Justa Causa," R$ 3,750.00 ",8/4/2010
18508,Feminino,21,Tempo Integral,Dunedin,RH,8/27/2009,Inativo,Mensalista,Pedido de Demissão," R$ 6,833.33 ",8/5/2010
8656,Masculino,61,Tempo Parcial,Auckland,Operacional,8/29/2009,Inativo,Mensalista,Pedido de Demissão," R$ 3,166.67 ",8/7/2010
20710,Masculino,33,Tempo Integral,Christchurch,RH,9/9/2009,Ativo,Horista,Pedido de Demissão," R$ 6,166.67 ",
6860,Masculino,49,Tempo Integral,Manukau,Gerente Executivo,9/17/2009,Ativo,Mensalista,Sem Justa Causa," R$ 23,833.33 ",
25920,Feminino,24,Contrato,Manukau,Pesquisa,9/22/2009,Ativo,Mensalista,Sem Justa Causa," R$ 6,250.00 ",
952,Feminino,25,Tempo Integral,Wellington,RH,9/23/2009,Inativo,Mensalista,Sem Justa Causa," R$ 4,750.00 ",8/30/2010
9556,Feminino,26,Tempo Integral,Nelson,Operacional,9/29/2009,Inativo,Mensalista,Pedido de Demissão," R$ 5,250.00 ",9/4/2010
20848,Masculino,24,Tempo Integral,North Shore,Pesquisa,10/9/2009,Inativo,Mensalista,Pedido de Demissão," R$ 8,333.33 ",9/13/2010
29316,Masculino,43,Contrato,Manukau,RH,10/13/2009,Inativo,Mensalista,Sem Justa Causa," R$ 7,500.00 ",9/17/2010
22580,Masculino,66,Tempo Parcial,Wellington,Pesquisa,10/27/2009,Ativo,Mensalista,Sem Justa Causa," R$ 8,333.33 ",
19248,Masculino,55,Tempo Integral,Hamilton,Operacional,10/28/2009,Inativo,Mensalista,Pedido de Demissão," R$ 3,333.33 ",9/30/2010
23626,Masculino,75,Tempo Integral,Auckland,Operacional,11/4/2009,Inativo,Mensalista,Sem Justa Causa," R$ 5,583.33 ",10/6/2010
700,Feminino,26,Tempo Parcial,Auckland,RH,11/5/2009,Ativo,Mensalista,Sem Justa Causa," R$ 7,000.00 ",
33918,Masculino,37,Tempo Integral,Nelson,RH,11/11/2009,Inativo,Mensalista,Pedido de Demissão," R$ 6,083.33 ",10/13/2010
21244,Masculino,42,Contrato,Auckland,Vendas e Marketing,11/13/2009,Ativo,Mensalista,Pedido de Demissão," R$ 5,000.00 ",
25978,Feminino,23,Tempo Integral,Nelson,Manutenção,11/13/2009,Ativo,Mensalista,Sem Justa Causa," R$ 3,000.00 ",
27266,Masculino,73,Contrato,Dunedin,Gerente Executivo,11/18/2009,Inativo,Mensalista,Sem Justa Causa," R$ 24,583.33 ",10/19/2010
28800,Feminino,23,Tempo Integral,Auckland,Operacional,11/18/2009,Ativo,Mensalista,Sem Justa Causa," R$ 3,083.33 ",
23074,Feminino,43,Tempo Integral,Auckland,Gerente Executivo,11/18/2009,Ativo,Mensalista,Sem Justa Causa," R$ 34,666.67 ",
3060,Masculino,27,Tempo Integral,Auckland,RH,11/24/2009,Inativo,Mensalista,Sem Justa Causa," R$ 4,500.00 ",10/24/2010
27664,Feminino,28,Tempo Integral,Auckland,Gerente Executivo,11/24/2009,Inativo,Mensalista,Sem Justa Causa," R$ 30,250.00 ",10/24/2010
33752,Masculino,29,Tempo Parcial,Hamilton,Operacional,11/30/2009,Ativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",
29272,Feminino,26,Contrato,Auckland,Operacional,1/28/2010,Inativo,Mensalista,Sem Justa Causa," R$ 3,250.00 ",12/22/2010
6410,Feminino,43,Tempo Parcial,Auckland,Jurídico,1/29/2010,Ativo,Mensalista,Sem Justa Causa," R$ 10,250.00 ",
18924,Feminino,28,Contrato,Hamilton,Operacional,2/10/2010,Ativo,Mensalista,Pedido de Demissão," R$ 3,750.00 ",
33218,Masculino,56,Tempo Parcial,Auckland,Manutenção,2/18/2010,Inativo,Mensalista,Sem Justa Causa," R$ 3,666.67 ",1/10/2011
26294,Feminino,25,Tempo Parcial,Hamilton,Manutenção,3/4/2010,Ativo,Mensalista,Sem Justa Causa," R$ 4,083.33 ",
27086,Feminino,68,Contrato,Dunedin,Financeiro,3/5/2010,Ativo,Mensalista,Sem Justa Causa," R$ 11,250.00 ",
29702,Masculino,54,Tempo Parcial,Christchurch,Gerente Executivo,3/5/2010,Ativo,Mensalista,Sem Justa Causa," R$ 26,333.33 ",
24746,Masculino,32,Contrato,Wellington,Operacional,3/17/2010,Ativo,Mensalista,Sem Justa Causa," R$ 3,583.33 ",
27216,Feminino,63,Tempo Integral,Auckland,RH,3/24/2010,Inativo,Mensalista,Sem Justa Causa," R$ 7,750.00 ",2/9/2011
12880,Feminino,33,Contrato,Manukau,Gerente Executivo,3/25/2010,Inativo,Mensalista,Pedido de Demissão," R$ 26,166.67 ",2/10/2011
17194,Feminino,27,Tempo Parcial,Nelson,Manutenção,3/30/2010,Ativo,Mensalista,Pedido de Demissão," R$ 3,000.00 ",
25222,Feminino,27,Tempo Parcial,Christchurch,Gerente Executivo,4/1/2010,Ativo,Mensalista,Sem Justa Causa," R$ 38,583.33 ",
2452,Masculino,55,Tempo Integral,Nelson,Manutenção,4/6/2010,Ativo,Horista,Sem Justa Causa," R$ 3,666.67 ",
2492,Feminino,27,Contrato,Auckland,Pesquisa,4/8/2010,Ativo,Mensalista,Sem Justa Causa," R$ 9,666.67 ",
28690,Feminino,33,Tempo Parcial,Dunedin,Gerente Executivo,4/8/2010,Ativo,Mensalista,Sem Justa Causa," R$ 13,000.00 ",
25968,Masculino,48,Tempo Integral,Manukau,Operacional,4/8/2010,Ativo,Horista,Sem Justa Causa," R$ 2,750.00 ",
18532,Feminino,42,Contrato,Auckland,Gerente Executivo,4/13/2010,Inativo,Mensalista,Pedido de Demissão," R$ 14,000.00 ",2/27/2011
29680,Feminino,78,Tempo Integral,Auckland,Jurídico,5/5/2010,Ativo,Horista,Sem Justa Causa," R$ 10,583.33 ",
11076,Masculino,25,Tempo Parcial,Wellington,Vendas e Marketing,5/5/2010,Ativo,Horista,Pedido de Demissão," R$ 4,833.33 ",
28402,Feminino,54,Tempo Integral,Christchurch,Vendas e Marketing,5/8/2010,Ativo,Mensalista,Sem Justa Causa," R$ 8,083.33 ",
29910,Feminino,60,Tempo Parcial,Wellington,Gerente Executivo,5/11/2010,Ativo,Horista,Sem Justa Causa," R$ 35,083.33 ",
33018,Masculino,28,Tempo Integral,Auckland,TI,5/12/2010,Ativo,Mensalista,Sem Justa Causa," R$ 7,583.33 ",
24860,Feminino,24,Tempo Integral,Wellington,Gerente Executivo,5/18/2010,Ativo,Mensalista,Sem Justa Causa," R$ 19,750.00 ",
32476,Feminino,25,Tempo Parcial,Auckland,TI,5/26/2010,Inativo,Mensalista,Sem Justa Causa," R$ 8,250.00 ",4/7/2011
30412,Masculino,59,Tempo Parcial,Hamilton,Pesquisa,5/26/2010,Inativo,Horista,Sem Justa Causa," R$ 7,833.33 ",4/7/2011
31562,Masculino,33,Tempo Integral,Wellington,TI,6/2/2010,Ativo,Mensalista,Sem Justa Causa," R$ 6,666.67 ",
30978,Feminino,24,Tempo Parcial,Auckland,Manutenção,6/5/2010,Inativo,Horista,Sem Justa Causa," R$ 4,000.00 ",4/16/2011
29100,Feminino,24,Contrato,Auckland,Gerente Executivo,6/9/2010,Ativo,Mensalista,Sem Justa Causa," R$ 34,416.67 ",
24760,Feminino,27,Tempo Parcial,Auckland,Vendas e Marketing,6/15/2010,Inativo,Mensalista,Sem Justa Causa," R$ 6,416.67 ",4/25/2011
26296,Masculino,22,Tempo Parcial,Auckland,TI,6/16/2010,Ativo,Mensalista,Sem Justa Causa," R$ 7,916.67 ",
27144,Masculino,65,Tempo Parcial,Nelson,TI,6/23/2010,Ativo,Mensalista,Sem Justa Causa," R$ 5,750.00 ",
23336,Feminino,62,Tempo Integral,Christchurch,RH,6/30/2010,Ativo,Horista,Sem Justa Causa," R$ 5,833.33 ",
16836,Feminino,23,Tempo Integral,Auckland,Operacional,7/7/2010,Inativo,Mensalista,Pedido de Demissão," R$ 5,416.67 ",5/15/2011
25254,Feminino,24,Tempo Integral,Auckland,Operacional,7/21/2010,Inativo,Mensalista,Sem Justa Causa," R$ 3,583.33 ",5/28/2011
24906,Feminino,24,Tempo Integral,Hamilton,Operacional,7/22/2010,Inativo,Horista,Sem Justa Causa," R$ 5,333.33 ",5/28/2011
29852,Feminino,21,Contrato,Auckland,Pesquisa,7/28/2010,Inativo,Mensalista,Sem Justa Causa," R$ 9,333.33 ",6/3/2011
30340,Feminino,22,Tempo Integral,Wellington,Jurídico,7/28/2010,Ativo,Mensalista,Sem Justa Causa," R$ 8,000.00 ",
24372,Feminino,39,Tempo Integral,Christchurch,Manutenção,8/3/2010,Ativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",
9436,Masculino,28,Tempo Integral,Auckland,Operacional,8/5/2010,Inativo,Mensalista,Pedido de Demissão," R$ 5,416.67 ",6/10/2011
5202,Masculino,25,Tempo Integral,Christchurch,Pesquisa,8/12/2010,Inativo,Mensalista,Sem Justa Causa," R$ 5,500.00 ",6/16/2011
8210,Masculino,37,Tempo Integral,Nelson,Pesquisa,8/12/2010,Inativo,Mensalista,Sem Justa Causa," R$ 6,916.67 ",6/16/2011
