Data,ID_Veiculo,KM Percorridos,ValorAbastecimento,ValorManutencao,CustoFixo,CustoTotal
1/2017,5025,518,"R$ 2,094.13",R$ 747.29,"R$ 8,087.13","R$ 10,928.55"
1/2017,5035,668,R$ 586.68,R$ 287.66,"R$ 2,425.07","R$ 3,299.41"
1/2017,5045,357,"R$ 4,547.26","R$ 2,290.72","R$ 19,563.47","R$ 26,401.45"
1/2017,5055,655,R$ 901.61,R$ 454.19,"R$ 2,596.96","R$ 3,952.76"
1/2017,5065,859,R$ 620.12,R$ 219.02,"R$ 1,398.54","R$ 2,237.68"
1/2017,5075,250,R$ 499.83,R$ 259.80,"R$ 1,682.90","R$ 2,442.52"
1/2017,5085,1296,"R$ 1,882.65",R$ 898.23,"R$ 5,030.59","R$ 7,811.47"
1/2017,5095,887,R$ 692.99,R$ 327.61,"R$ 2,997.48","R$ 4,018.08"
1/2017,5105,335,"R$ 1,981.95",R$ 766.95,"R$ 4,929.58","R$ 7,678.48"
1/2017,5115,630,R$ 356.23,R$ 179.45,"R$ 1,274.04","R$ 1,809.72"
1/2017,5125,117,R$ 255.71,R$ 106.48,R$ 655.19,"R$ 1,017.38"
1/2017,5135,175,"R$ 5,516.60","R$ 2,319.48","R$ 19,278.39","R$ 27,114.47"
1/2017,5145,58,R$ 5.15,R$ 2.68,R$ 23.23,R$ 31.06
1/2017,5155,233,R$ 52.00,R$ 25.16,R$ 186.18,R$ 263.33
1/2017,5165,350,R$ 966.10,R$ 412.07,"R$ 3,526.36","R$ 4,904.53"
1/2017,5175,233,R$ 331.49,R$ 131.48,R$ 952.84,"R$ 1,415.81"
1/2017,5195,175,R$ 36.41,R$ 18.50,R$ 136.43,R$ 191.35
1/2017,5205,117,R$ 117.91,R$ 46.31,R$ 285.69,R$ 449.91
1/2017,5215,117,R$ 677.15,R$ 355.09,"R$ 1,875.48","R$ 2,907.72"
1/2017,5235,117,R$ 288.67,R$ 142.82,R$ 908.55,"R$ 1,340.04"
1/2017,5245,350,R$ 446.92,R$ 228.18,"R$ 1,376.87","R$ 2,051.97"
1/2017,5255,175,R$ 87.11,R$ 32.88,R$ 334.50,R$ 454.49
1/2017,5265,408,R$ 222.18,R$ 93.41,R$ 848.95,"R$ 1,164.54"
1/2017,5275,175,R$ 39.09,R$ 13.95,R$ 153.33,R$ 206.37
1/2017,5285,233,R$ 46.24,R$ 17.28,R$ 185.58,R$ 249.11
1/2017,5295,175,R$ 62.55,R$ 22.32,R$ 239.06,R$ 323.93
1/2017,5305,117,R$ 131.46,R$ 51.63,R$ 403.74,R$ 586.84
1/2017,5315,58,R$ 25.45,R$ 11.28,R$ 98.79,R$ 135.52
1/2017,5325,350,R$ 481.46,R$ 211.29,"R$ 2,056.25","R$ 2,749.00"
1/2017,5335,233,"R$ 3,249.29","R$ 1,480.39","R$ 10,190.46","R$ 14,920.14"
1/2017,5345,292,R$ 185.90,R$ 98.35,R$ 471.72,R$ 755.98
1/2017,5355,175,R$ 64.05,R$ 33.44,R$ 253.19,R$ 350.68
1/2017,5365,292,R$ 63.46,R$ 31.82,R$ 271.17,R$ 366.45
1/2017,5375,58,R$ 30.56,R$ 15.06,R$ 129.17,R$ 174.79
1/2017,5385,350,R$ 126.02,R$ 66.67,R$ 370.72,R$ 563.41
1/2017,5395,175,R$ 163.05,R$ 80.67,R$ 420.38,R$ 664.10
1/2017,5405,292,R$ 238.38,R$ 85.50,R$ 654.61,R$ 978.49
1/2017,5415,175,R$ 455.02,R$ 224.11,"R$ 1,540.24","R$ 2,219.37"
1/2017,5435,233,R$ 152.17,R$ 73.60,R$ 526.82,R$ 752.60
1/2017,5445,58,R$ 39.55,R$ 17.36,R$ 113.97,R$ 170.87
1/2017,5455,175,"R$ 2,455.34","R$ 1,077.53","R$ 7,238.09","R$ 10,770.96"
1/2017,5465,117,R$ 108.22,R$ 43.13,R$ 349.82,R$ 501.17
1/2017,5475,350,R$ 205.11,R$ 88.75,R$ 695.56,R$ 989.42
1/2017,5485,175,R$ 89.51,R$ 34.29,R$ 247.96,R$ 371.76
1/2017,5495,175,R$ 53.68,R$ 27.05,R$ 225.07,R$ 305.80
1/2017,5505,233,R$ 119.27,R$ 45.24,R$ 449.36,R$ 613.88
1/2017,5515,117,R$ 136.11,R$ 48.82,R$ 492.46,R$ 677.39
1/2017,5525,117,R$ 247.98,R$ 112.46,R$ 608.50,R$ 968.95
1/2017,5535,233,R$ 35.83,R$ 16.02,R$ 113.28,R$ 165.12
1/2017,5545,117,R$ 46.53,R$ 23.65,R$ 162.97,R$ 233.15
1/2017,5555,292,"R$ 1,161.08",R$ 614.27,"R$ 4,898.93","R$ 6,674.28"
1/2017,5565,117,R$ 280.43,R$ 110.69,R$ 704.46,"R$ 1,095.59"
1/2017,5575,117,R$ 61.38,R$ 25.93,R$ 173.33,R$ 260.63
1/2017,5585,58,R$ 1.07,R$ 0.46,R$ 2.53,R$ 4.06
1/2017,5605,292,R$ 205.66,R$ 81.17,R$ 829.25,"R$ 1,116.07"
1/2017,5615,233,R$ 82.02,R$ 35.65,R$ 218.53,R$ 336.19
1/2017,5625,117,R$ 55.95,R$ 25.37,R$ 143.31,R$ 224.62
1/2017,5635,58,R$ 1.64,R$ 0.74,R$ 5.21,R$ 7.59
1/2017,5645,233,R$ 137.25,R$ 58.26,R$ 377.81,R$ 573.31
1/2017,5655,117,"R$ 2,285.93","R$ 1,115.75","R$ 5,969.36","R$ 9,371.04"
1/2017,5665,117,R$ 274.19,R$ 111.99,"R$ 1,028.39","R$ 1,414.57"
1/2017,5675,117,R$ 382.33,R$ 180.74,"R$ 1,158.85","R$ 1,721.92"
1/2017,5685,175,R$ 124.32,R$ 50.05,R$ 498.88,R$ 673.26
1/2017,5695,175,R$ 33.85,R$ 14.58,R$ 105.80,R$ 154.22
1/2017,5705,292,R$ 432.05,R$ 154.18,"R$ 1,522.51","R$ 2,108.73"
1/2017,5715,233,R$ 92.82,R$ 35.04,R$ 213.99,R$ 341.85
1/2017,5725,117,R$ 37.30,R$ 19.82,R$ 131.41,R$ 188.53
1/2017,5735,233,R$ 59.18,R$ 24.18,R$ 208.12,R$ 291.48
1/2017,5745,58,R$ 96.94,R$ 39.40,R$ 333.83,R$ 470.17
1/2017,5755,58,R$ 41.87,R$ 17.11,R$ 101.27,R$ 160.24
1/2017,5765,175,R$ 199.56,R$ 80.33,R$ 515.27,R$ 795.17
1/2017,5775,58,R$ 532.19,R$ 220.55,"R$ 2,153.59","R$ 2,906.33"
1/2017,5785,58,R$ 57.09,R$ 29.54,R$ 187.52,R$ 274.14
1/2017,5795,58,R$ 19.37,R$ 9.63,R$ 53.86,R$ 82.85
1/2017,5805,117,R$ 29.24,R$ 12.58,R$ 84.90,R$ 126.72
1/2017,5815,117,R$ 134.23,R$ 65.81,R$ 549.18,R$ 749.22
1/2017,5835,233,"R$ 2,231.80","R$ 1,021.56","R$ 9,307.86","R$ 12,561.22"
1/2017,5845,58,R$ 127.41,R$ 67.41,R$ 395.55,R$ 590.37
1/2017,5855,175,R$ 88.53,R$ 33.75,R$ 339.13,R$ 461.41
1/2017,5865,175,R$ 111.45,R$ 43.13,R$ 444.57,R$ 599.15
1/2017,5875,233,R$ 432.95,R$ 182.03,"R$ 1,768.64","R$ 2,383.61"
1/2017,5885,58,"R$ 1,066.73",R$ 410.74,"R$ 3,242.88","R$ 4,720.34"
1/2017,5895,58,R$ 350.25,R$ 147.26,"R$ 1,112.54","R$ 1,610.05"
1/2017,5905,117,R$ 37.18,R$ 16.24,R$ 137.35,R$ 190.76
1/2017,5915,175,R$ 125.02,R$ 46.71,R$ 337.83,R$ 509.55
1/2017,5925,58,R$ 10.21,R$ 5.05,R$ 29.11,R$ 44.36
1/2017,5935,58,R$ 33.90,R$ 16.85,R$ 106.88,R$ 157.63
1/2017,5945,58,R$ 9.17,R$ 4.35,R$ 26.73,R$ 40.25
1/2017,5955,175,R$ 61.75,R$ 33.10,R$ 274.22,R$ 369.07
1/2017,5965,58,R$ 27.72,R$ 12.17,R$ 67.62,R$ 107.50
1/2017,5975,117,R$ 923.78,R$ 478.01,"R$ 3,989.69","R$ 5,391.47"
1/2017,5995,175,R$ 104.24,R$ 50.41,R$ 331.68,R$ 486.33
1/2017,6005,233,"R$ 4,381.39","R$ 1,940.96","R$ 17,716.99","R$ 24,039.33"
1/2017,6015,58,R$ 72.89,R$ 27.51,R$ 193.17,R$ 293.57
1/2017,6025,292,"R$ 1,468.63",R$ 554.28,"R$ 4,811.25","R$ 6,834.16"
1/2017,6035,233,R$ 411.73,R$ 193.75,"R$ 1,645.39","R$ 2,250.88"
1/2017,6045,58,R$ 4.53,R$ 2.34,R$ 15.51,R$ 22.39
1/2017,6055,117,R$ 101.70,R$ 45.90,R$ 296.97,R$ 444.57
1/2017,6065,58,R$ 138.56,R$ 56.60,R$ 409.04,R$ 604.19
1/2017,6075,215,R$ 149.62,R$ 60.82,R$ 520.26,R$ 730.70
1/2017,6095,120,R$ 393.64,R$ 208.25,"R$ 1,079.35","R$ 1,681.23"
1/2017,6105,189,R$ 134.57,R$ 50.02,R$ 481.81,R$ 666.40
1/2017,6115,71,R$ 149.85,R$ 53.19,R$ 501.95,R$ 704.99
1/2017,6125,159,R$ 310.98,R$ 128.88,"R$ 1,007.07","R$ 1,446.94"
1/2017,6135,58,R$ 0.64,R$ 0.26,R$ 1.51,R$ 2.42
1/2017,6145,175,R$ 636.17,R$ 280.50,"R$ 1,984.19","R$ 2,900.87"
1/2017,6155,260,R$ 85.01,R$ 34.72,R$ 221.38,R$ 341.11
1/2017,6165,58,R$ 24.17,R$ 9.92,R$ 68.92,R$ 103.01
1/2017,6175,58,"R$ 1,590.85",R$ 841.64,"R$ 4,268.57","R$ 6,701.06"
1/2017,6185,58,R$ 0.55,R$ 0.29,R$ 1.46,R$ 2.31
1/2017,6195,518,R$ 435.78,R$ 206.02,"R$ 1,382.80","R$ 2,024.60"
1/2017,6225,322,"R$ 8,418.14","R$ 3,438.39","R$ 24,513.17","R$ 36,369.69"
1/2017,6235,189,R$ 139.73,R$ 71.65,R$ 369.34,R$ 580.72
1/2017,6245,330,"R$ 3,211.40","R$ 1,140.09","R$ 7,871.78","R$ 12,223.27"
1/2017,6255,202,R$ 209.12,R$ 81.73,R$ 681.89,R$ 972.75
1/2017,6265,117,R$ 110.95,R$ 40.42,R$ 330.71,R$ 482.08
1/2017,6275,178,R$ 375.25,R$ 167.01,"R$ 1,071.62","R$ 1,613.89"
1/2017,6285,155,R$ 111.78,R$ 50.93,R$ 414.26,R$ 576.97
1/2017,6295,252,R$ 800.80,R$ 412.54,"R$ 2,129.20","R$ 3,342.54"
1/2017,6305,233,"R$ 1,135.38",R$ 519.70,"R$ 3,360.30","R$ 5,015.38"
1/2017,6315,59,R$ 77.39,R$ 27.62,R$ 301.97,R$ 406.97
1/2017,6325,376,R$ 285.38,R$ 108.25,R$ 734.23,"R$ 1,127.86"
1/2017,6335,170,R$ 460.03,R$ 238.05,"R$ 1,628.84","R$ 2,326.92"
1/2017,6345,58,R$ 32.38,R$ 15.17,R$ 108.86,R$ 156.41
1/2017,6355,143,R$ 76.07,R$ 40.25,R$ 215.07,R$ 331.38
1/2017,6365,294,R$ 349.21,R$ 132.45,"R$ 1,018.84","R$ 1,500.50"
1/2017,6375,58,R$ 28.06,R$ 10.43,R$ 80.67,R$ 119.16
1/2017,6385,342,"R$ 2,670.10","R$ 1,357.19","R$ 9,907.97","R$ 13,935.26"
1/2017,6395,117,R$ 164.34,R$ 62.64,R$ 493.59,R$ 720.57
1/2017,6405,72,R$ 13.72,R$ 5.96,R$ 51.35,R$ 71.02
1/2017,6415,346,R$ 890.16,R$ 422.76,"R$ 2,629.78","R$ 3,942.70"
1/2017,6435,283,R$ 382.47,R$ 145.07,R$ 988.39,"R$ 1,515.94"
1/2017,6445,117,R$ 155.11,R$ 58.25,R$ 457.59,R$ 670.95
1/2017,6455,98,"R$ 1,360.41",R$ 685.31,"R$ 3,766.00","R$ 5,811.72"
1/2017,6465,76,R$ 114.36,R$ 59.44,R$ 385.05,R$ 558.86
1/2017,6475,264,R$ 310.38,R$ 156.35,"R$ 1,242.90","R$ 1,709.63"
1/2017,6485,224,R$ 205.54,R$ 83.14,R$ 548.08,R$ 836.76
1/2017,6495,299,R$ 153.39,R$ 64.80,R$ 384.53,R$ 602.71
1/2017,6505,168,"R$ 1,967.05","R$ 1,054.54","R$ 5,466.01","R$ 8,487.60"
1/2017,6515,215,R$ 275.02,R$ 121.26,R$ 984.51,"R$ 1,380.80"
1/2017,6525,406,R$ 293.22,R$ 109.01,"R$ 1,121.37","R$ 1,523.60"
1/2017,6535,292,R$ 116.35,R$ 46.83,R$ 346.78,R$ 509.96
1/2017,6545,168,R$ 454.37,R$ 208.94,"R$ 1,383.94","R$ 2,047.24"
1/2017,6555,220,R$ 153.17,R$ 76.81,R$ 386.60,R$ 616.59
1/2017,6565,175,R$ 517.44,R$ 239.06,"R$ 1,535.92","R$ 2,292.41"
1/2017,6575,269,"R$ 1,026.17",R$ 439.79,"R$ 2,923.14","R$ 4,389.10"
1/2017,6585,189,R$ 129.30,R$ 50.79,R$ 337.41,R$ 517.50
1/2017,6595,159,R$ 86.99,R$ 34.68,R$ 209.85,R$ 331.52
1/2017,6605,144,R$ 394.14,R$ 180.41,"R$ 1,522.34","R$ 2,096.89"
1/2017,6615,233,R$ 214.84,R$ 113.15,R$ 687.45,"R$ 1,015.43"
1/2017,6625,156,R$ 44.84,R$ 18.86,R$ 128.18,R$ 191.88
1/2017,6645,313,R$ 632.86,R$ 308.90,"R$ 1,696.21","R$ 2,637.96"
1/2017,6655,136,R$ 284.92,R$ 152.75,R$ 774.69,"R$ 1,212.35"
1/2017,6665,241,R$ 232.87,R$ 102.19,R$ 853.11,"R$ 1,188.16"
1/2017,6675,240,R$ 558.13,R$ 233.55,"R$ 1,729.58","R$ 2,521.25"
1/2017,6685,178,R$ 51.52,R$ 24.58,R$ 161.71,R$ 237.81
1/2017,6695,337,R$ 249.83,R$ 107.58,R$ 616.46,R$ 973.88
1/2017,6705,58,R$ 35.78,R$ 14.62,R$ 118.73,R$ 169.13
1/2017,6725,58,R$ 107.42,R$ 40.34,R$ 246.26,R$ 394.01
1/2017,6735,175,R$ 39.71,R$ 19.04,R$ 140.41,R$ 199.16
1/2017,6745,175,"R$ 1,685.92",R$ 853.12,"R$ 5,651.41","R$ 8,190.44"
1/2017,6755,233,R$ 357.09,R$ 132.74,"R$ 1,317.65","R$ 1,807.48"
1/2017,6765,292,R$ 62.42,R$ 25.13,R$ 191.27,R$ 278.83
1/2017,6775,58,R$ 14.86,R$ 7.52,R$ 54.80,R$ 77.18
1/2017,6795,58,R$ 60.61,R$ 28.53,R$ 237.39,R$ 326.52
1/2017,6805,58,R$ 7.99,R$ 3.11,R$ 23.47,R$ 34.56
1/2017,6815,58,R$ 27.08,R$ 10.32,R$ 65.61,R$ 103.00
1/2017,6835,117,R$ 20.83,R$ 8.81,R$ 52.48,R$ 82.12
1/2017,6845,58,R$ 59.79,R$ 31.36,R$ 152.57,R$ 243.72
1/2017,6855,58,R$ 8.42,R$ 3.98,R$ 20.76,R$ 33.16
1/2017,6865,233,R$ 80.93,R$ 33.05,R$ 209.82,R$ 323.80
1/2017,6885,233,R$ 906.24,R$ 320.06,"R$ 2,642.16","R$ 3,868.47"
1/2017,6895,117,R$ 753.99,R$ 270.46,"R$ 2,728.09","R$ 3,752.53"
1/2017,6905,58,R$ 22.54,R$ 10.51,R$ 80.51,R$ 113.56
1/2017,6915,58,R$ 328.95,R$ 152.67,R$ 906.34,"R$ 1,387.96"
1/2017,6925,117,R$ 30.66,R$ 11.00,R$ 123.65,R$ 165.31
1/2017,6935,175,R$ 40.32,R$ 15.75,R$ 130.82,R$ 186.89
1/2017,6945,58,R$ 157.79,R$ 72.89,R$ 636.55,R$ 867.23
1/2017,6955,175,R$ 86.93,R$ 40.72,R$ 250.02,R$ 377.67
1/2017,6975,58,R$ 24.26,R$ 12.62,R$ 96.74,R$ 133.62
1/2017,6985,350,R$ 99.51,R$ 52.18,R$ 334.51,R$ 486.21
1/2017,6995,175,R$ 135.40,R$ 57.21,R$ 542.55,R$ 735.16
1/2017,7005,175,R$ 76.35,R$ 38.64,R$ 314.08,R$ 429.07
1/2017,7015,58,R$ 52.24,R$ 25.38,R$ 190.97,R$ 268.59
1/2017,7025,117,R$ 236.89,R$ 116.16,R$ 635.89,R$ 988.94
1/2017,7045,117,R$ 229.28,R$ 85.66,R$ 527.16,R$ 842.10
1/2017,7055,117,R$ 16.99,R$ 6.18,R$ 52.31,R$ 75.48
1/2017,7065,175,R$ 5.01,R$ 1.86,R$ 15.22,R$ 22.09
1/2017,7075,58,R$ 466.70,R$ 168.26,"R$ 1,138.67","R$ 1,773.63"
1/2017,7085,175,R$ 64.72,R$ 28.95,R$ 191.90,R$ 285.57
1/2017,7095,58,R$ 25.41,R$ 12.63,R$ 79.72,R$ 117.76
1/2017,7105,233,R$ 883.84,R$ 320.30,"R$ 2,306.48","R$ 3,510.62"
1/2017,7115,117,R$ 27.48,R$ 10.21,R$ 100.91,R$ 138.61
1/2017,7125,58,R$ 37.86,R$ 17.65,R$ 99.12,R$ 154.63
1/2017,7135,58,R$ 0.62,R$ 0.30,R$ 1.61,R$ 2.53
1/2017,7145,233,R$ 265.15,R$ 134.78,"R$ 1,081.30","R$ 1,481.23"
1/2017,7155,58,R$ 0.20,R$ 0.07,R$ 0.73,R$ 1.00
1/2017,7165,175,R$ 849.27,R$ 370.95,"R$ 3,437.10","R$ 4,657.32"
1/2017,7175,117,R$ 53.58,R$ 27.97,R$ 174.10,R$ 255.65
1/2017,7185,233,R$ 93.92,R$ 35.26,R$ 295.74,R$ 424.93
1/2017,7195,117,R$ 371.80,R$ 179.84,"R$ 1,006.65","R$ 1,558.29"
1/2017,7205,58,R$ 5.90,R$ 2.24,R$ 23.04,R$ 31.18
1/2017,7215,117,R$ 83.74,R$ 43.34,R$ 230.89,R$ 357.97
2/2017,2025,280,R$ 132.38,R$ 62.87,R$ 522.57,R$ 717.82
2/2017,2035,404,R$ 337.16,R$ 131.77,"R$ 1,094.18","R$ 1,563.11"
2/2017,2045,434,R$ 72.11,R$ 34.72,R$ 213.03,R$ 319.86
2/2017,2055,402,R$ 239.99,R$ 124.74,R$ 981.16,"R$ 1,345.89"
2/2017,2065,457,R$ 168.13,R$ 61.55,R$ 518.47,R$ 748.15
2/2017,2075,421,R$ 116.74,R$ 48.15,R$ 492.04,R$ 656.93
2/2017,2085,919,R$ 236.19,R$ 83.42,R$ 568.19,R$ 887.80
2/2017,2095,450,R$ 395.68,R$ 188.78,"R$ 1,306.98","R$ 1,891.43"
2/2017,2105,616,R$ 760.13,R$ 319.61,"R$ 1,784.28","R$ 2,864.02"
2/2017,2115,314,R$ 530.15,R$ 192.13,"R$ 1,776.96","R$ 2,499.24"
2/2017,2125,188,R$ 101.44,R$ 41.63,R$ 373.44,R$ 516.51
2/2017,2135,413,R$ 470.83,R$ 183.10,"R$ 1,376.89","R$ 2,030.81"
2/2017,2145,277,R$ 29.56,R$ 13.60,R$ 107.21,R$ 150.36
2/2017,2155,641,R$ 559.52,R$ 234.13,"R$ 1,655.90","R$ 2,449.55"
2/2017,2165,741,R$ 886.28,R$ 407.56,"R$ 2,962.20","R$ 4,256.03"
2/2017,2175,170,R$ 91.56,R$ 45.30,R$ 293.51,R$ 430.37
2/2017,2185,145,R$ 68.69,R$ 30.86,R$ 177.75,R$ 277.30
2/2017,2195,849,R$ 592.72,R$ 267.54,"R$ 1,997.75","R$ 2,858.00"
2/2017,2205,537,R$ 210.50,R$ 87.24,R$ 817.40,"R$ 1,115.15"
2/2017,2215,244,R$ 199.72,R$ 93.12,R$ 522.86,R$ 815.70
2/2017,2225,810,R$ 266.21,R$ 98.96,R$ 876.89,"R$ 1,242.05"
2/2017,2235,496,"R$ 1,052.95",R$ 554.60,"R$ 2,679.26","R$ 4,286.81"
2/2017,2245,402,R$ 151.52,R$ 67.76,R$ 524.03,R$ 743.30
2/2017,2255,927,"R$ 3,277.62","R$ 1,268.32","R$ 12,416.51","R$ 16,962.45"
2/2017,2265,495,R$ 212.22,R$ 90.09,R$ 651.36,R$ 953.67
2/2017,2275,481,R$ 829.53,R$ 383.24,"R$ 3,278.96","R$ 4,491.73"
2/2017,2285,625,R$ 196.90,R$ 89.30,R$ 637.01,R$ 923.21
2/2017,2295,387,R$ 472.40,R$ 211.25,"R$ 1,264.05","R$ 1,947.69"
2/2017,2305,265,R$ 322.46,R$ 134.28,R$ 894.57,"R$ 1,351.31"
2/2017,2315,390,R$ 263.05,R$ 95.81,R$ 605.83,R$ 964.69
2/2017,2325,197,R$ 167.43,R$ 70.73,R$ 703.19,R$ 941.35
2/2017,2335,412,R$ 115.39,R$ 52.58,R$ 277.55,R$ 445.52
2/2017,2345,679,"R$ 1,647.80",R$ 686.19,"R$ 4,203.79","R$ 6,537.77"
2/2017,2355,927,"R$ 1,329.48",R$ 517.02,"R$ 3,429.22","R$ 5,275.72"
2/2017,2365,705,"R$ 2,607.59","R$ 1,232.75","R$ 6,373.33","R$ 10,213.67"
2/2017,2375,535,R$ 193.19,R$ 82.79,R$ 533.35,R$ 809.33
2/2017,2385,716,R$ 407.86,R$ 214.83,"R$ 1,666.61","R$ 2,289.30"
2/2017,2395,639,"R$ 1,700.16",R$ 644.89,"R$ 4,374.29","R$ 6,719.34"
2/2017,2405,392,R$ 235.01,R$ 96.46,R$ 594.43,R$ 925.90
2/2017,2415,276,"R$ 1,203.47",R$ 645.18,"R$ 4,439.27","R$ 6,287.93"
2/2017,2425,360,R$ 79.03,R$ 34.52,R$ 290.54,R$ 404.09
2/2017,2435,686,R$ 255.59,R$ 133.44,R$ 676.80,"R$ 1,065.83"
2/2017,2445,391,R$ 588.56,R$ 282.09,"R$ 2,584.30","R$ 3,454.94"
2/2017,2455,355,R$ 557.58,R$ 205.19,"R$ 1,913.61","R$ 2,676.38"
2/2017,2465,286,R$ 238.21,R$ 108.53,R$ 736.82,"R$ 1,083.55"
2/2017,2475,251,R$ 77.41,R$ 37.27,R$ 193.59,R$ 308.27
2/2017,2485,179,R$ 113.00,R$ 51.72,R$ 332.92,R$ 497.63
2/2017,2495,373,R$ 682.39,R$ 316.72,"R$ 2,771.09","R$ 3,770.20"
2/2017,2505,732,R$ 369.93,R$ 131.33,"R$ 1,233.20","R$ 1,734.47"
2/2017,2515,766,R$ 353.29,R$ 148.54,"R$ 1,086.22","R$ 1,588.04"
2/2017,2525,888,"R$ 1,559.64",R$ 684.45,"R$ 5,337.31","R$ 7,581.40"
2/2017,2535,201,R$ 66.54,R$ 31.75,R$ 276.86,R$ 375.15
2/2017,2545,202,"R$ 1,150.74",R$ 574.51,"R$ 3,502.79","R$ 5,228.03"
2/2017,2555,463,R$ 746.60,R$ 346.52,"R$ 2,599.84","R$ 3,692.95"
2/2017,2565,315,"R$ 1,102.46",R$ 403.63,"R$ 2,910.58","R$ 4,416.66"
2/2017,2575,420,R$ 145.85,R$ 65.53,R$ 447.12,R$ 658.50
2/2017,2585,661,R$ 277.50,R$ 113.90,"R$ 1,167.94","R$ 1,559.33"
2/2017,2595,421,R$ 634.48,R$ 335.67,"R$ 1,960.82","R$ 2,930.96"
2/2017,2605,428,R$ 667.26,R$ 236.89,"R$ 2,371.76","R$ 3,275.90"
2/2017,2615,285,"R$ 1,994.03",R$ 771.62,"R$ 5,615.10","R$ 8,380.75"
2/2017,2625,636,R$ 549.53,R$ 293.31,"R$ 1,957.29","R$ 2,800.13"
2/2017,2635,468,R$ 151.25,R$ 64.51,R$ 586.30,R$ 802.05
2/2017,2645,404,R$ 213.58,R$ 107.12,R$ 648.17,R$ 968.87
2/2017,2655,295,R$ 263.31,R$ 95.91,R$ 879.48,"R$ 1,238.70"
2/2017,2665,318,R$ 427.28,R$ 165.35,"R$ 1,356.80","R$ 1,949.42"
2/2017,2675,562,R$ 255.02,R$ 131.38,"R$ 1,099.74","R$ 1,486.14"
2/2017,2685,524,R$ 510.20,R$ 195.47,"R$ 1,485.85","R$ 2,191.52"
2/2017,2695,224,"R$ 1,103.74",R$ 410.30,"R$ 2,645.41","R$ 4,159.45"
2/2017,2705,511,R$ 377.99,R$ 151.40,"R$ 1,571.36","R$ 2,100.75"
2/2017,2715,667,R$ 91.43,R$ 39.00,R$ 342.14,R$ 472.57
2/2017,2725,242,R$ 142.67,R$ 74.49,R$ 433.04,R$ 650.20
2/2017,2735,579,R$ 161.71,R$ 61.65,R$ 536.37,R$ 759.73
2/2017,2745,254,R$ 206.12,R$ 101.06,R$ 888.06,"R$ 1,195.24"
2/2017,2755,105,R$ 28.77,R$ 12.04,R$ 78.86,R$ 119.67
2/2017,2765,352,R$ 198.44,R$ 99.07,R$ 632.20,R$ 929.71
2/2017,2775,654,R$ 581.39,R$ 267.36,"R$ 1,989.89","R$ 2,838.65"
2/2017,2785,552,R$ 726.77,R$ 367.76,"R$ 2,529.73","R$ 3,624.26"
2/2017,2795,400,R$ 202.62,R$ 72.68,R$ 812.86,"R$ 1,088.16"
2/2017,2805,559,R$ 72.82,R$ 33.33,R$ 262.42,R$ 368.57
2/2017,2815,419,R$ 521.38,R$ 226.65,"R$ 1,753.74","R$ 2,501.77"
2/2017,2825,140,R$ 59.63,R$ 31.69,R$ 170.33,R$ 261.65
2/2017,2835,577,R$ 308.20,R$ 112.26,R$ 885.32,"R$ 1,305.77"
2/2017,2845,311,R$ 192.98,R$ 77.30,R$ 464.18,R$ 734.46
2/2017,2855,337,R$ 49.64,R$ 18.64,R$ 119.81,R$ 188.09
2/2017,2865,527,R$ 66.41,R$ 31.25,R$ 261.39,R$ 359.05
2/2017,2875,1193,"R$ 4,516.57","R$ 1,889.91","R$ 12,109.35","R$ 18,515.83"
2/2017,2885,659,"R$ 1,254.01",R$ 512.20,"R$ 3,443.84","R$ 5,210.05"
2/2017,2895,184,R$ 70.13,R$ 35.81,R$ 253.15,R$ 359.08
2/2017,2905,722,R$ 455.36,R$ 179.73,"R$ 1,307.07","R$ 1,942.16"
2/2017,2915,218,R$ 43.65,R$ 16.48,R$ 104.15,R$ 164.28
2/2017,2925,520,"R$ 1,057.07",R$ 457.35,"R$ 2,966.10","R$ 4,480.52"
2/2017,2935,432,R$ 124.02,R$ 61.36,R$ 308.97,R$ 494.35
2/2017,2945,202,R$ 18.49,R$ 7.01,R$ 74.88,R$ 100.38
2/2017,2955,416,"R$ 1,367.08",R$ 716.89,"R$ 5,152.03","R$ 7,235.99"
2/2017,2965,273,R$ 120.68,R$ 56.53,R$ 528.81,R$ 706.02
2/2017,2975,322,R$ 33.05,R$ 12.41,R$ 87.44,R$ 132.89
2/2017,2985,557,R$ 324.65,R$ 163.54,R$ 973.43,"R$ 1,461.62"
2/2017,2995,425,R$ 224.40,R$ 109.53,R$ 884.81,"R$ 1,218.74"
2/2017,3005,385,"R$ 1,134.23",R$ 526.43,"R$ 3,097.67","R$ 4,758.33"
2/2017,3015,351,R$ 195.15,R$ 98.75,R$ 531.67,R$ 825.57
2/2017,3025,784,R$ 333.04,R$ 153.15,"R$ 1,362.44","R$ 1,848.62"
2/2017,3035,174,R$ 79.62,R$ 37.13,R$ 243.57,R$ 360.32
2/2017,3045,896,R$ 898.25,R$ 432.49,"R$ 2,814.88","R$ 4,145.62"
2/2017,3055,599,R$ 414.59,R$ 163.64,"R$ 1,680.49","R$ 2,258.72"
2/2017,3065,443,R$ 124.31,R$ 47.39,R$ 375.13,R$ 546.83
2/2017,3075,367,R$ 123.72,R$ 60.38,R$ 431.63,R$ 615.74
2/2017,3085,635,R$ 28.08,R$ 14.47,R$ 104.67,R$ 147.22
